,score,time,samples,id,channels,n_sessions,dataset,pipeline
214,0.6018717885017395,0.8779993057250977,400.0,2,2,2,004-2014,CSP+SVM
215,0.5657129883766174,0.7018821239471436,280.0,2,2,2,004-2014,CSP+SVM
216,0.573428213596344,1.0013716220855713,400.0,3,2,2,004-2014,CSP+SVM
217,0.4936639666557312,0.8776934146881104,320.0,3,2,2,004-2014,CSP+SVM
218,0.9273607134819031,0.7630231380462646,420.0,4,2,2,004-2014,CSP+SVM
219,0.9779440760612488,0.7756147384643555,320.0,4,2,2,004-2014,CSP+SVM
220,0.7750666737556458,0.932077169418335,420.0,5,2,2,004-2014,CSP+SVM
221,0.7889994382858276,0.9298262596130371,320.0,5,2,2,004-2014,CSP+SVM
222,0.7768010497093201,0.9922583103179932,400.0,6,2,2,004-2014,CSP+SVM
223,0.8651651740074158,0.7045636177062988,320.0,6,2,2,004-2014,CSP+SVM
224,0.6444496512413025,0.8556632995605469,400.0,7,2,2,004-2014,CSP+SVM
225,0.7033329606056213,0.6818358898162842,320.0,7,2,2,004-2014,CSP+SVM
226,0.7515949606895447,0.9809224605560303,440.0,8,2,2,004-2014,CSP+SVM
227,0.9448645710945129,0.7812473773956299,320.0,8,2,2,004-2014,CSP+SVM
228,0.8017158508300781,0.7604577541351318,400.0,9,2,2,004-2014,CSP+SVM
229,0.8968213796615601,0.8818042278289795,320.0,9,2,2,004-2014,CSP+SVM
230,0.712454080581665,0.7494375705718994,200.0,1,2,1,GigaDb Motor Imagery,CSP+SVM
231,0.5026906132698059,0.7886683940887451,200.0,2,2,1,GigaDb Motor Imagery,CSP+SVM
232,0.8158412575721741,0.8930189609527588,200.0,3,2,1,GigaDb Motor Imagery,CSP+SVM
233,0.4839670658111572,0.7676382064819336,200.0,4,2,1,GigaDb Motor Imagery,CSP+SVM
234,0.7575522065162659,0.6797716617584229,200.0,5,2,1,GigaDb Motor Imagery,CSP+SVM
235,0.6075655221939087,0.6647512912750244,200.0,6,2,1,GigaDb Motor Imagery,CSP+SVM
236,0.5167832374572754,0.7665371894836426,240.0,7,2,1,GigaDb Motor Imagery,CSP+SVM
237,0.4490913152694702,0.8040575981140137,200.0,8,2,1,GigaDb Motor Imagery,CSP+SVM
238,0.6100949048995972,0.749699592590332,240.0,9,2,1,GigaDb Motor Imagery,CSP+SVM
239,0.7022243142127991,0.7152864933013916,200.0,10,2,1,GigaDb Motor Imagery,CSP+SVM
240,0.6351919770240784,0.673436164855957,200.0,11,2,1,GigaDb Motor Imagery,CSP+SVM
241,0.7716560959815979,0.7755756378173828,200.0,12,2,1,GigaDb Motor Imagery,CSP+SVM
242,0.5262988805770874,0.8688197135925293,200.0,13,2,1,GigaDb Motor Imagery,CSP+SVM
243,0.971740186214447,0.7659833431243896,200.0,14,2,1,GigaDb Motor Imagery,CSP+SVM
244,0.680335521697998,0.7656865119934082,200.0,15,2,1,GigaDb Motor Imagery,CSP+SVM
245,0.5680732131004333,0.866631031036377,200.0,16,2,1,GigaDb Motor Imagery,CSP+SVM
246,0.5385531187057495,0.6693649291992188,200.0,17,2,1,GigaDb Motor Imagery,CSP+SVM
247,0.6412824392318726,0.7201952934265137,200.0,18,2,1,GigaDb Motor Imagery,CSP+SVM
248,0.617877721786499,0.8565542697906494,200.0,19,2,1,GigaDb Motor Imagery,CSP+SVM
249,0.6328260898590088,0.7255525588989258,200.0,20,2,1,GigaDb Motor Imagery,CSP+SVM
250,0.6000683307647705,0.8809747695922852,200.0,21,2,1,GigaDb Motor Imagery,CSP+SVM
251,0.6154448390007019,0.880634069442749,200.0,22,2,1,GigaDb Motor Imagery,CSP+SVM
252,0.7780937552452087,0.7837188243865967,200.0,23,2,1,GigaDb Motor Imagery,CSP+SVM
253,0.46155789494514465,0.873180627822876,200.0,24,2,1,GigaDb Motor Imagery,CSP+SVM
254,0.634903073310852,0.7819726467132568,200.0,25,2,1,GigaDb Motor Imagery,CSP+SVM
255,0.6377564072608948,0.7963461875915527,200.0,26,2,1,GigaDb Motor Imagery,CSP+SVM
256,0.49773985147476196,0.8868281841278076,200.0,27,2,1,GigaDb Motor Imagery,CSP+SVM
257,0.5710414052009583,0.6636416912078857,200.0,28,2,1,GigaDb Motor Imagery,CSP+SVM
258,0.5922472476959229,0.9839699268341064,200.0,29,2,1,GigaDb Motor Imagery,CSP+SVM
259,0.5582164525985718,0.7715990543365479,200.0,30,2,1,GigaDb Motor Imagery,CSP+SVM
260,0.6346490383148193,0.6654865741729736,200.0,31,2,1,GigaDb Motor Imagery,CSP+SVM
261,0.520478367805481,0.7825684547424316,200.0,33,2,1,GigaDb Motor Imagery,CSP+SVM
262,0.4344188868999481,0.6620616912841797,200.0,34,2,1,GigaDb Motor Imagery,CSP+SVM
263,0.723831295967102,0.8810205459594727,200.0,35,2,1,GigaDb Motor Imagery,CSP+SVM
264,0.5566551685333252,0.8851208686828613,200.0,36,2,1,GigaDb Motor Imagery,CSP+SVM
265,0.5838242769241333,0.675553560256958,200.0,37,2,1,GigaDb Motor Imagery,CSP+SVM
266,0.4070916175842285,0.8298332691192627,200.0,38,2,1,GigaDb Motor Imagery,CSP+SVM
